Material Number,Material_Key__c,Description,Multi_Use_Demo__c
KM47621,KM47621-US60-10,"LOVE KERR. RONG. 8"" 2MM FWD. STYL 2",TRUE
KM47622,KM47622-US60-10,"LOVE KERR. RONG. 8"" 3MM FWD. STYL 2",TRUE
KM47623,KM47623-US60-10,"LOVE KERR. RONG. 8"" 4MM FWD. STYL 2",TRUE
KM47624,KM47624-US60-10,"RONG LOVE-KERR 40DEG STYLE #2 5MM FWD 8""",TRUE
KM47646,KM47646-US60-10,"LOVE KERRISON PUNCH 6"" UP 5MM",TRUE
KM47652,KM47652-US60-10,"LOVE KERRISON PUNCH 8"" UP 3MM",TRUE
KM47656,KM47656-US60-10,"LOVE KERRISON PUNCH 8"" DOWN 3MM",TRUE
KM47658,KM47658-US60-10,"LOVE KERRISON PUNCH 8"" DOWN 5MM",TRUE
KM47670,KM47670-US60-10,"LOVE KERRISON PUNCH 6"" FORWARD 3MM",TRUE
KM47671,KM47671-US60-10,"LOVE KERRISON RONG. 7"" FORWARD 3MM",TRUE
KM47676,KM47676-US60-10,"LOVE KERRISON PUNCH 8"" FORWARD 2MM",TRUE
KM47678,KM47678-US60-10,"LOVE KERRISON PUNCH 8"" FORWARD 3MM",TRUE
KM47680,KM47680-US60-10,"LOVE KERRISON PUNCH 8"" FORWARD 4MM",TRUE
KM47682,KM47682-US60-10,"LOVE KERRISON PUNCH 8"" FORWARD 5MM",TRUE
KM47685,KM47685-US60-10,"SPURLING KERRISON PUNCH 11"" FWD 2MM",TRUE
KM47686,KM47686-US60-10,"SPURLING KERRISON PUNCH 11"" FWD 3MM",TRUE
KM47687,KM47687-US60-10,"SPURLING KERRISON PUNCH 11"" FWD 4MM",TRUE
KM47689,KM47689-US60-10,"LOVE KERRISON PUNCH 11"" FWD 6MM",TRUE
KM47700,KM47700-US60-10,"SCHLESINGER IVD RONG 6"" 2X10MM STR",TRUE
KM47702,KM47702-US60-10,"SCHLESINGER IVD RONG 6"" 3X10MM STR",TRUE
KM47703,KM47703-US60-10,"SCHLESINGER IVD RONG 6"" UP 3X10MM",TRUE
KM47704,KM47704-US60-10,"SCHLESINGER IVD RONG 6"" 4X10MM STR",TRUE
KM47708,KM47708-US60-10,"WILDE IVD RONG. 5"" STR. 5X10MM",TRUE
KM47709,KM47709-US60-10,"WILDE IVD RONG. 5"" STR. 6X11MM",TRUE
KM47710,KM47710-US60-10,"CUSHING RONGEUR 5"" STR. 2X10MM",TRUE
KM47712,KM47712-US60-10,"CUSHING RONGEUR 5"" UP 2X10MM",TRUE
KM47714,KM47714-US60-10,"CUSHING RONGEUR 5"" DOWN 2X10MM",TRUE
KM47730,KM47730-US60-10,"CUSHING RONGEUR 7"" STR. 2X10MM",TRUE
KM47732,KM47732-US60-10,"CUSHING RONGEUR 7"" UP 2X10MM",TRUE
KM47734,KM47734-US60-10,"CUSHING RONGEUR 7"" DOWN 2X10MM",TRUE
KM47760,KM47760-US60-10,"LOVE GRUENWALD RONG. 5"" STR. 3X10MM",TRUE
KM47762,KM47762-US60-10,"LOVE GRUENWALD RONG. 5"" UP 3X10MM",TRUE
KM47764,KM47764-US60-10,"LOVE GRUENWALD RONG. 5"" DOWN 3X10MM",TRUE
KM47780,KM47780-US60-10,"LOVE GRUENWALD RONG. 7"" STR. 3X10MM",TRUE
KM47782,KM47782-US60-10,"LOVE GRUENWALD RONG. 7"" UP 3X10MM",TRUE
KM47784,KM47784-US60-10,"LOVE GRUENWALD RONG. 7"" DOWN 3X10MM",TRUE
KM47800,KM47800-US60-10,"SPURLING RONGEUR 5"" STR. 4X10MM",TRUE
KM47802,KM47802-US60-10,"SPURLING RONGEUR 5"" UP 4X10MM",TRUE
KM47804,KM47804-US60-10,"SPURLING RONGEUR 5"" DOWN 4X10MM",TRUE
KM47840,KM47840-US60-10,"SPURLING RONGEUR 7"" STR. 4X10MM",TRUE
KM47842,KM47842-US60-10,"SPURLING RONGEUR 7"" UP 4X10MM",TRUE
KM47844,KM47844-US60-10,"SPURLING RONGEUR 7"" DOWN 4X10MM",TRUE
KM47857,KM47857-US60-10,"SPURLING KERRISON PUNCH 7"" 6MM UP",TRUE
KM47862,KM47862-US60-10,"RONG FERRIS SMITH IVD 2MM X 10MM DOWN 7""",TRUE
KM47864,KM47864-US60-10,"RONG FERRIS SMITH IVD 3MM X 10MM STR 7""",TRUE
KM47866,KM47866-US60-10,"RONG FERRIS SMITH IVD 3MM X 10MM UP 7""",TRUE
KM47868,KM47868-US60-10,"RONG FERRIS SMITH IVD 3MM X 10MM DOWN 7""",TRUE
KM47870,KM47870-US60-10,"RONG FERRIS SMITH IVD 4MM X 10MM STR 7""",TRUE
KM47872,KM47872-US60-10,"RONG FERRIS SMITH IVD 4MM X 10MM UP 7""",TRUE
KM47873,KM47873-US60-10,"RONG FERRIS SMITH IVD 6MM X 12MM UP 7""",TRUE
KM47874,KM47874-US60-10,"RONG FERRIS SMITH IVD 4MM X 10MM DOWN 7""",TRUE
KM47875,KM47875-US60-10,"RONG FERRIS SMITH IVD 6MM X 12MM DOWN 7""",TRUE
KM47878,KM47878-US60-10,"RONG FERRIS SMITH IVD 6MM X 12MM STR 7""",TRUE
KM47879,KM47879-US60-10,"SPURLING KERRISON PUNCH 7"" FWD 1MM",TRUE
KM47880,KM47880-US60-10,"SHARP HOOK 6""",TRUE
KM47901,KM47901-US60-10,UNIVERSAL CHUCK KEYLESS W/PULL RELEASE,TRUE
KM47902,KM47902-US60-10,"HANDLE QC F.MINI INSTRUMENTS 4 1/4""",TRUE
KM47903,KM47903-US60-10,UNIVERSAL CHUCK T-HANDLE KEYLESS 6.4MM,TRUE
KM47904,KM47904-US60-10,HANDLE QC F.SMALL INSTRUMENTS 4 1/2,TRUE
KM47906,KM47906-US60-10,BALL SPIKE PELVIC STRAIGHT 300MM,TRUE
KM47914,KM47914-US60-10,WRENCH FOR 8 MM NUTS,TRUE
KM47918,KM47918-US60-10,"BENDING IRON 9 1/2"" 4.5MM",TRUE
KM47919,KM47919-US60-10,"BEND IRON 7 3/4"" 3.5MM+4.5MM REC PL",TRUE
KM47920,KM47920-US60-10,COUNTERSINK MINI FOR 1.5/2.0MM,TRUE
KM47921,KM47921-US60-10,SPIKED DISK FOR KM47-906 BALL SPIKE,TRUE
KM47922,KM47922-US60-10,COUNTERSINK 7CM 2.0MM,TRUE
KM47924,KM47924-US60-10,"COUNTERSINK 4 3/4"" 3.2MM MALLEOLAR",TRUE
KM47926,KM47926-US60-10,"COUNTERSINK 7"" 4.5MM W/T-HANDL",TRUE
KM47927,KM47927-US60-10,"BEND.PLIERS F. RECONSTR. PLATES 10""",TRUE
KM47929,KM47929-US60-10,"PLATE BENDING PRESS 12""",TRUE
KM47930,KM47930-US60-10,"FCPS SCREWHOLD 3.5"" HOLDS 1.5-4MM SCREWS",TRUE
KM47932,KM47932-US60-10,"PLATE CUTT.FCPS 9 1/2""F.MINI PLATES",TRUE
KM47934,KM47934-US60-10,DEPTH GAUGE F.SCREW 30MM,TRUE
KM47936,KM47936-US60-10,DEPTH GAUGE F.SCREW 50 MM,TRUE
KM47940,KM47940-US60-10,DEPTH GAUGE F.SCREW 100 MM,TRUE
KM47943,KM47943-US60-10,"BEND.TEMPL. 6"" 9 HOLES",TRUE
KM47945,KM47945-US60-10,"BEND. TEMPL. 3 1/2"" F.SM.PLATES",TRUE
KM47946,KM47946-US60-10,"BEND.TEMP. 8"" CURV. 22 HOLES 3.5MM",TRUE
KM47947,KM47947-US60-10,"BEND.TEMP. 10.5"" 22 HOLES 3.5MM",TRUE
KM47950,KM47950-US60-10,"SCREWDRIVER MINI HEX, WITH SLEEVE",TRUE
KM47950B,KM47950B-US60-10,SCREWDRIVER MINI HEX,TRUE
KM47951,KM47951-US60-10,SCREWDRIVER SHAFT PELVIC HEX. 2.5MM,TRUE
KM47954,KM47954-US60-10,"SCREWDRIVER HEX. BIT 3.5MM 4 1/2""QC",TRUE
KM47956,KM47956-US60-10,SCREWDRIVER HEX 2.5MM W/O SLEEVE,TRUE
KM47957,KM47957-US60-10,SCREWDR CRUC 1.5MM & 2.0MM W.SLEEVE,TRUE
KM47958,KM47958-US60-10,CRUCIFORM SCREWDRIVER,TRUE
KM47959,KM47959-US60-10,"SLEEVE F.47-950B, 45-004 & 47-958",TRUE
KM47962,KM47962-US60-10,PLATE HOLD CLIP F. SM. PLATES 2.0MM,TRUE
KM47963,KM47963-US60-10,PLATE HOLD CLIP F. SM. PLATES 2.7MM,TRUE
KM47967,KM47967-US60-10,DRILL SLEEVE DBL 17.5CM 4.5/3.2MM,TRUE
KM47968,KM47968-US60-10,DRILL SLEEVE DBL 12CM FOR 1.1/1.5MM,TRUE
KM47969,KM47969-US60-10,TAP SLEEVE FOR 4.5MM TAP,TRUE
KM47970,KM47970-US60-10,DRILL GUIDE FOR 2MM DRILL DE;10.5MM,TRUE
KM47971,KM47971-US60-10,"DRILL SLEEVE 4 1/2"" FOR 3.2MM DRILL",TRUE
KM47972,KM47972-US60-10,TAP SLEEVE FOR 2.5MM DRILL&3.5MMSCR,TRUE
KM47973,KM47973-US60-10,INSERT DRILL SLEEVE 4.5/3.2 MM,TRUE
KM47974,KM47974-US60-10,INSERT DRILL SLEEVE 3.5/2.5MM,TRUE
KM47975,KM47975-US60-10,"DRILL GUIDE POINTED 6-1/2"" (16.5CM)",TRUE
KM47977,KM47977-US60-10,DRILL GUIDE NEUTRAL+LOAD 2.0 MM,TRUE
KM47978,KM47978-US60-10,DRILL GUIDE NEUTRAL+LOAD 2.5MM,TRUE
KM47980,KM47980-US60-10,DRILL GUIDE NEUTRAL+LOAD 3.2/4.5MM,TRUE
KM47981,KM47981-US60-10,DRILL 3-FL. 195/170MM 4.5MM QC,TRUE
KM47982,KM47982-US60-10,DRILL SLEEVE FOR ROUND HOLE PLATES,TRUE
KM47983,KM47983-US60-10,SLEEVE F.KM48-349 KM48-353 KM47-961,TRUE
KM47985,KM47985-US60-10,UNIVERSAL DRILL GUIDE 4.5MM,TRUE
KM47986,KM47986-US60-10,DRILL 3-FL.CALIB. 230/205MM 2.5MM Q,TRUE
KM47988,KM47988-US60-10,"SPURLING KERRISON PUNCH 7"" 2MM UP",TRUE
KM47989,KM47989-US60-10,"SPURLING KERRISON PUNCH 7"" 3MM UP",TRUE
KM47990,KM47990-US60-10,"SPURLING KERRISON PUNCH 7"" 4MM UP",TRUE
KM47995,KM47995-US60-10,"SPURLING KERRISON PUNCH 7"" 5MM DOWN",TRUE
KM47996,KM47996-US60-10,"SPURLING KERRISON PUNCH 7"" 2MM FRW",TRUE
KM47997,KM47997-US60-10,"PUNCH SPURLING KERRISON 3MM FWD UP 7""",TRUE
KM47998,KM47998-US60-10,"PUNCH SPURLING KERRISON 4MM FWD UP 7""",TRUE
KM47999,KM47999-US60-10,"PUNCH SPURLING KERRISON 5MM FWD UP 7""",TRUE
KM48004,KM48004-US60-10,UNIVERSAL DRILL GUIDE 3.5MM,TRUE
KM48010,KM48010-US60-10,"RONG FERRIS-SMITH KERRISON 1MM FWD 6""",TRUE
KM48016,KM48016-US60-10,"SPURLING KERRISON PUNCH 8"" 2MM UP",TRUE
KM48017,KM48017-US60-10,"SPURLING KERRISON PUNCH 8"" 3MM UP",TRUE
KM48021,KM48021-US60-10,"SPURLING KERRISON PUNCH 8"" 3MM DOWN",TRUE
KM48024,KM48024-US60-10,"SPURLING KERRISON PUNCH 8"" 2MM FRWD",TRUE
KM48028,KM48028-US60-10,"SPURLING KERRISON PUNCH 8"" 6MM FRWD",TRUE
KM48030,KM48030-US60-10,"FORAMENOTOMY PUNCH 8"" 2MM CVD",TRUE
KM48032,KM48032-US60-10,"FORAMENOTOMY PUNCH 8"" 4MM CVD",TRUE
KM48033,KM48033-US60-10,"FORAMENOTOMY PUNCH 8"" 3MM CVD",TRUE
KM48040,KM48040-US60-10,"F-S KERR.RONG. 7"" 6MM UP THIN FOOT",TRUE
KM48041,KM48041-US60-10,"RONG KERRISON 6MM DOWN THIN FOOT 7""",TRUE
KM48042,KM48042-US60-10,"RONG KERRISON 6MM FWD THIN FOOT 7""",TRUE
KM48050,KM48050-US60-10,DRILL BIT QC 3.5MM 195MM/170MM,TRUE
KM48051,KM48051-US60-10,"DRILL BIT QC 1.1MM, 60/35MM",TRUE
KM48052,KM48052-US60-10,"DRILL BIT QC 1.5MM, 85/60MM",TRUE
KM48054,KM48054-US60-10,"DRILL BIT QC 2.0MM, 100/75MM",TRUE
KM48057,KM48057-US60-10,"DRILL BIT QC 2.5MM, 110/85MM",TRUE
KM48058,KM48058-US60-10,"DRILL BIT QC 2.7MM, 100/75MM",TRUE
KM48060,KM48060-US60-10,"DRILL BIT QC 3.2MM, 195/170MM XLNG",TRUE
KM48061,KM48061-US60-10,"DRILL BIT QC 3.2MM, 145/120MM",TRUE
KM48063,KM48063-US60-10,"DRILL BIT QC 3.5MM, 110/85MM",TRUE
KM48067,KM48067-US60-10,"DRILL BIT QC 4.5MM, 145/120MM",TRUE
KM48068,KM48068-US60-10,"DRILL BIT QC 4.5MM, 195/170MM XLNG",TRUE
KM48069,KM48069-US60-10,"DRILL BIT QC 6.0MM, 195/170MM",TRUE
KM48070,KM48070-US60-10,"DRILL BIT JC 1.0MM, 55/25MM",TRUE
KM48071,KM48071-US60-10,"DRILL BIT JACOBSCHUCK 1.5MM,70/30MM",TRUE
KM48072,KM48072-US60-10,"DRILL BIT JACOBS CHUCK 1.1mm, 45mm",TRUE
KM48073,KM48073-US60-10,"DRILL BIT JC 2.OMM, 85/38MM",TRUE
KM48076,KM48076-US60-10,"DRILL BIT JC 2.5MM, 95/43MM",TRUE
KM48077,KM48077-US60-10,"DRILL BIT JC 2.7MM, 100/45MM",TRUE
KM48079,KM48079-US60-10,"DRILL BIT JC 3.2MM, 180/70MM",TRUE
KM48080,KM48080-US60-10,"DRILL BIT JC 3.2MM, 130/40MM",TRUE
KM48081,KM48081-US60-10,"DRILL BIT JC 3.5MM, 95/42MM",TRUE
KM48082,KM48082-US60-10,"DRILL BIT JC 3.5MM, 180/70MM, LONG",TRUE
KM48085,KM48085-US60-10,"DRILL BIT JC 4.5MM, 130/55MM",TRUE
KM48086,KM48086-US60-10,"DRILL BIT JC 6.0MM, 180MM",TRUE
KM48100,KM48100-US60-10,"DRILL BIT CASE FOR 5"" DRILL BITS",TRUE
KM48102,KM48102-US60-10,"TAP 4.5MM; 17.5CM QC, CALIB.IN MM",TRUE
KM48104,KM48104-US60-10,"TAP 3.5MM; 17.5CM QC, CALIB.IN MM",TRUE
KM48106,KM48106-US60-10,"TAP 1.5MM, 5CM QC",TRUE
KM48108,KM48108-US60-10,"TAP 2.0MM, 5.5CM QC",TRUE
KM48110,KM48110-US60-10,TAP 2.7MM; 10CM QC,TRUE
KM48114,KM48114-US60-10,"TAP 3.5MM; 11CM QC, 1.75MM PITCH",TRUE
KM48116,KM48116-US60-10,"TAP 4.5MM; 13CM QC, SHORT THREAD",TRUE
KM48120,KM48120-US60-10,"TAP 4.5MM; 19CM QC, LONG THREAD",TRUE
KM48122,KM48122-US60-10,"TAP 6.5MM; 20CM QC, CALIB.IN MM",TRUE
KM48129,KM48129-US60-10,"DRILL BIT JC 5"" 127mm 1.0mm, FL",TRUE
KM48130,KM48130-US60-10,"DRILL BIT JC 5"" 127MM 1.5MM 22MM FL",TRUE
KM48132,KM48132-US60-10,"DRILL BIT JC 5"" 127MM 2.0MM 23MM FL",TRUE
KM48134,KM48134-US60-10,"DRILL BIT JC 5"" 127MM 2.4MM 22MM FL",TRUE
KM48136,KM48136-US60-10,"DRILL BIT JC 5"" 127MM 2.7MM 30MM FL",TRUE
KM48137,KM48137-US60-10,"DRILL BIT JC 5"" 127mm 3.2mm, FL",TRUE
KM48138,KM48138-US60-10,"DRILL BIT JC 5"" 127MM 3.5MM FL 42MM",TRUE
KM48140,KM48140-US60-10,"DRILL BIT JC 5"" 127MM 4.0MM FL 35MM",TRUE
KM48142,KM48142-US60-10,"DRILL BIT JC 5"" 127MM 4.7MM FL 34MM",TRUE
KM48143,KM48143-US60-10,"DRILL BIT JC 5"" 127mm 6.0mm, FL",TRUE
KM48144,KM48144-US60-10,"5"" DRILL BIT SET FULLY LOADED WITH CASE",TRUE
KM48158,KM48158-US60-10,"FRAZIER HOOK 5"" SHARP",TRUE
KM48161,KM48161-US60-10,"FRAZIER HOOK 5"" BLUNT",TRUE
KM48192,KM48192-US60-10,"RETR SMILLIE 13MM X 55MM 5.5""",TRUE
KM48194,KM48194-US60-10,"RETR SMILLIE 19MM X 45MM 5.5""",TRUE
KM48196,KM48196-US60-10,"RETR SMILLIE 19MM X 60MM 5.5""",TRUE
KM48198,KM48198-US60-10,"RETR SMILLIE 93MM X 30MM 5.5""",TRUE
KM48201,KM48201-US60-10,BLUNT PELVIC RETRACTOR,TRUE
KM48202,KM48202-US60-10,"RETR BLOUNT 1 PRONG 10.5""",TRUE
KM48204,KM48204-US60-10,"RETR BLOUNT 2 PRONGS 10.5""",TRUE
KM48206,KM48206-US60-10,"BLOUNT KNEE RETRACTOR 7"" 6MM",TRUE
KM48208,KM48208-US60-10,"AUFRANC COBRA RETR.10 1/4""SER.POINT",TRUE
KM48210,KM48210-US60-10,"AUFRANC COBRA RETR.10 1/4""SER.BLUNT",TRUE
KM48212,KM48212-US60-10,"AUFRANC COBRA RETR.10 1/4""SMTH BLNT",TRUE
KM48214,KM48214-US60-10,"AUFRANC COBRA RETR 10-1/2"" SMOOTH PT",TRUE
KM48217,KM48217-US60-10,"INGE RETRACTOR 6 1/2""",TRUE
KM48218,KM48218-US60-10,"INGE RETRACTOR 6 1/2"" W/O TEETH",TRUE
KM48220,KM48220-US60-10,"SAXENA BONE GRAFTING RETR. 6 1/2""",TRUE
KM48226,KM48226-US60-10,"LAMINA SPREADER 10 1/2"" FLAT BLADES",TRUE
KM48228,KM48228-US60-10,"LAMINA SPREADER 10 1/2"" CONC.BLADES",TRUE
KM48230,KM48230-US60-10,"INGE RETRACTOR 9 1/2""",TRUE
KM48239,KM48239-US60-10,"MICHELE TREPHINE SMALL O.D. 3/16""",TRUE
KM48240,KM48240-US60-10,"MICHELE TREPHINE MEDIUM O.D. 7/32""",TRUE
KM48241,KM48241-US60-10,"MICHELE TREPHINE LARGE O.D. 5/16""",TRUE
KM48242,KM48242-US60-10,"PLIERS, NEEDLE NOSE 5 1/2"" DELICATE W/G",TRUE
KM48243,KM48243-US60-10,"PLIERS, FLAT NOSE W/CUTTER 6 1/2""",TRUE
KM48245,KM48245-US60-10,"PLIERS, NEEDLE NOSE 5 1/2""",TRUE
KM48246,KM48246-US60-10,"PLIERS, FLAT NOSE 5 1/2""",TRUE
KM48247,KM48247-US60-10,ANGLE FINDER,TRUE
KM48248,KM48248-US60-10,"FLAT NOSE PLIERS 6"" 2MM TIP",TRUE
KM48250,KM48250-US60-10,"PLIERS, NEEDLE NOSE 7"" LONG JAW",TRUE
KM48252,KM48252-US60-10,"PLUG CUTTER W/OBTURATOR 4 1/2""",TRUE
KM48253,KM48253-US60-10,"PLIERS, NARROW NOSE WIRE PULL. 7.5""",TRUE
KM48254,KM48254-US60-10,"K-WIRE PLIER 6 3/4""",TRUE
KM48256,KM48256-US60-10,"HEAVY DUTY FLAT JAW PLIERS 7"" SERRATED",TRUE
KM48257,KM48257-US60-10,"K-WIRE EXTRACTION PLIERS 5"" 3MM TIP",TRUE
KM48258,KM48258-US60-10,"K-WIRE EXTRACTION PLIERS 7"" 4MM TIP",TRUE
KM48259,KM48259-US60-10,"LINEMAN PLIERS 8 1/2"" MAX.CAPACITY 1.6MM",TRUE
KM48262,KM48262-US60-10,"SLIP JOINT PLIERS 8""",TRUE
KM48269,KM48269-US60-10,WIRE BENDING PLIERS 155mm,TRUE
KM48270,KM48270-US60-10,"KIRSCHNER BOW 5 3/4"" SMALL",TRUE
KM48272,KM48272-US60-10,"KIRSCHNER BOW 7 1/2"" LARGE",TRUE
KM48274,KM48274-US60-10,"KIRSCHNER BOW 9 1/2"" EXTRA LONG",TRUE
KM48302,KM48302-US60-10,"BONE COMPASS 8""",TRUE
KM48310,KM48310-US60-10,"GONIOMETER (FINGER) 6"" GRADUATEDCM/INCH",TRUE
KM48314,KM48314-US60-10,TOWNLEY FEMUR CALIPER,TRUE
KM48315,KM48315-US60-10,"CALIPER 9"" GRAD. MM/CM STAINLESS",TRUE
KM48320,KM48320-US60-10,"WIRE TWISTING FCPS. 6"" TC",TRUE
KM48322,KM48322-US60-10,"WIRE TWISTING FCPS. 8"" TC",TRUE
KM48324,KM48324-US60-10,"WIRE TWISTING FCPS., 7 1/4 "", T.C.",TRUE
KM48330,KM48330-US60-10,WIRE & PIN TRAC W/4.0MM STEIN.PIN,TRUE
KM48331,KM48331-US60-10,"VOLKMAN BONE HOOK 9""",TRUE
KM48332,KM48332-US60-10,"BONE HOOK LG.7""SHARP18MM HX21MM DIA",TRUE
KM48333,KM48333-US60-10,"VOLKMANN BONE HOOK 9"" BLUNT TIP",TRUE
KM48334,KM48334-US60-10,"VOLKMAN BONE HOOK 8"" 1 1/8"" WDTH.",TRUE
KM48335,KM48335-US60-10,"VOLKMAN BONE HOOK 9 3/4"" 7/8"" WDTH.",TRUE
KM48336,KM48336-US60-10,"BONE AWL 6 1/4"" SQUARE TAPER",TRUE
KM48340,KM48340-US60-10,"RUSH AWL AND REAMER 8 1/2"" 5.0MM",TRUE
KM48342,KM48342-US60-10,"BONE HOOK 9"" SMALL 6MM H X 10MM DEP",TRUE
KM48343,KM48343-US60-10,"BONE HOOK 9""MEDIUM 11MM H X18MM DEP",TRUE
KM48344,KM48344-US60-10,"BONE HOOK 9""LARGE 12MM H X 21MM DEP",TRUE
KM48348,KM48348-US60-10,SCREWDR SHAFT PEL HEX 2.5MM W/NOTCH,TRUE
KM48349,KM48349-US60-10,SCREWDRIVER HEX 3.5MM W/NOTCH,TRUE
KM48350,KM48350-US60-10,"SCREWDRIVER HEXAGONAL 10"" 2.5 MM",TRUE
KM48352,KM48352-US60-10,"SCREWDRIVER HEXAGONAL 10"" 3.5 MM",TRUE
KM48353,KM48353-US60-10,"SCREW DRIVER HEX. 12"" 3.5MM W/NOTCH",TRUE
KM48354,KM48354-US60-10,"SCREWDRIVER SINGLE SLOT 10""",TRUE
KM48355,KM48355-US60-10,"SCREWDRIVER SINGLE SLOT 6 3/4""",TRUE
KM48356,KM48356-US60-10,"SCREWDRIVER 10"" CRUCIFORM",TRUE
KM48358,KM48358-US60-10,"SCREWDRIVER PHILIPS 10""",TRUE
KM48360,KM48360-US60-10,"SCREWDRIVER WILLIAMS SINGLE SLOT 9.5""",TRUE
KM48364,KM48364-US60-10,SCREWDRIVER PEL HEX. 2.5MM W/NOTCH,TRUE
KM48365,KM48365-US60-10,SLEEVE F.KM48-348 KM48-364 KM48-368,TRUE
KM48368,KM48368-US60-10,SCREWDRIVER HEX. 2.5MM W/NOTCH,TRUE
KM48370,KM48370-US60-10,"GRATLOCH (TM) WIRE BENDER 7 1/2""",TRUE
KM48372,KM48372-US60-10,"WIRE AND PIN BENDER 6"" 3.2MM (1/8"")",TRUE
KM48374,KM48374-US60-10,"STEINMANN PIN CHUCK 4"" 6.3MM (1/4"")",TRUE
KM48378,KM48378-US60-10,"CABLE CUTTER 170MM, 2.0MM MAX.CAPACITY",TRUE
KM48380,KM48380-US60-10,"DEMEL WIRE GUIDE 10 1/2"" 30MM DIAM.",TRUE
KM48392,KM48392-US60-10,"BUNNELL DRILL 5 3/4"" CANNULATED",TRUE
KM48392P,KM48392P-US60-10,KEY ONLY FOR BUNNEL DRILL KM 48-392,TRUE
KM48394,KM48394-US60-10,"DRILL UNIVERSAL 0.25"" JACOBS CHUCK 10""",TRUE
KM48396,KM48396-US60-10,LARGE SCREWDRIVER W/UNIVERSAL JOINT,TRUE
KM48422,KM48422-US60-10,DRILL BIT 3.2MM; 90MM FOR KM48-420,TRUE
KM48423,KM48423-US60-10,MOORE DRILL AND BIT SET COMPLETE,TRUE
KM48427,KM48427-US60-10,DRILL BIT 3.0MM FOR KM48-425,TRUE
KM48429,KM48429-US60-10,DRILL BIT 4.0MM FOR KM48-425,TRUE
KM48433,KM48433-US60-10,BURR ROUND 12.0MM FOR KM48-425,TRUE
KM48436,KM48436-US60-10,DRILL BIT 1.5MM FOR KM48-425,TRUE
KM48438,KM48438-US60-10,STILLE DRILL AND BURR SET COMPLETE,TRUE
KM48464,KM48464-US60-10,HUDSON DRILL SET COMPLETE,TRUE
KM48465,KM48465-US60-10,"STILLE-SHERMAN 9 1/2"" DRILL ALONE",TRUE
KM48467,KM48467-US60-10,DRILL BIT 3.0MM FOR KM48-465,TRUE
KM48479,KM48479-US60-10,SCREWDRIVER SHAFT HEX 3.5MM FOR KM48471,TRUE
KM48600,KM48600-US60-10,"LOCKING PLIERS 6 3/4"" SMALL",TRUE
KM48602,KM48602-US60-10,"LOCKING PLIERS 8""",TRUE
KM48604,KM48604-US60-10,"PARALLEL PLIERS 7"" STAINLESS",TRUE
KM48605,KM48605-US60-10,"PLIER PARALLEL W/CUTTER 1.6MM MAX 7""",TRUE
KM48606,KM48606-US60-10,"LOCKING PLIER NEEDLE NOSE 9 1/2""",TRUE
KM48608,KM48608-US60-10,"LOCKING PLIERS 10"" HEAVY DUTY",TRUE
KM48610,KM48610-US60-10,"LOCK. PLIERS, 12"" LARGE NEEDLE NOSE",TRUE
KM48612,KM48612-US60-10,LOCK.PLIERS SM REG. W/SLAP HAMMER,TRUE
KM48620,KM48620-US60-10,LOCK.PLIERS MED. NN W/SLAP HAMMER,TRUE
KM49004,KM49004-US60-10,"STILLE TYPE OSTEOTOME 8"" 14MM STR.",TRUE
KM49010,KM49010-US60-10,"STILLE TYPE CHISEL 8"" 10MM STR.",TRUE
KM49012,KM49012-US60-10,"STILLE TYPE CHISEL 8"" 14MM STR.",TRUE
KM49014,KM49014-US60-10,"STILLE TYPE CHISEL 8"" 18MM STR.",TRUE
KM49016,KM49016-US60-10,"STILLE TYPE CHISEL 8"" 22MM STR.",TRUE
KM49024,KM49024-US60-10,"STILLE TYPE GOUGE 8"" 22MM STR.",TRUE
KM49032,KM49032-US60-10,"COBB TYPE GOUGE 11"" HALF CVD STL",TRUE
KM49034,KM49034-US60-10,"COBB TYPE GOUGE 11"" FULL CVD STL",TRUE
KM49036,KM49036-US60-10,"COBB TYPE GOUGE 11"" REV CVD STL",TRUE
KM49040,KM49040-US60-10,"ALEXANDER CHISEL 7"" 4MM STR.",TRUE
KM49042,KM49042-US60-10,"ALEXANDER CHISEL 7"" 8MM STR.",TRUE
KM49044,KM49044-US60-10,"ALEXANDER CHISEL 7"" 12MM STR.",TRUE
KM49045,KM49045-US60-10,"ALEXANDER CHISEL 7"" 14MM STR.",TRUE
KM49053,KM49053-US60-10,"ALEXANDER GOUGE 7"" 10MM STR.",TRUE
KM49054,KM49054-US60-10,"ALEXANDER GOUGE 7"" 12MM STR.",TRUE
KM49063,KM49063-US60-10,"HIBBS CHISEL 9"" 3/4"" STR.",TRUE
KM49064,KM49064-US60-10,"HIBBS CHISEL 9"" 7/8"" STR.",TRUE
KM49065,KM49065-US60-10,"HIBBS CHISEL 9"" 1"" STR.",TRUE
KM49066,KM49066-US60-10,"HIBBS CHISEL 9"" 1 1/8"" STR.",TRUE
KM49067,KM49067-US60-10,"HIBBS CHISEL 9"" 1 1/4"" STR.",TRUE
KM49073,KM49073-US60-10,"HIBBS CHISEL 9"" 1/4"" CVD.",TRUE
KM49074,KM49074-US60-10,"HIBBS CHISEL 9"" 3/8"" CVD.",TRUE
KM49075,KM49075-US60-10,"HIBBS CHISEL 9"" 1/2"" CVD.",TRUE
KM49077,KM49077-US60-10,"HIBBS CHISEL 9"" 3/4"" CVD.",TRUE
